University,Faculty,Department,City,Type,Founded_Year
the american university in cairo,Faculty of Veterinary Medicine,Public Health,New Cairo,Private,1919.0
the american university in cairo,Faculty of Dar El-Ulum,Islamic Studies,New Cairo,Private,1919.0
the american university in cairo,Faculty of Dar El-Ulum,Arabic Language,New Cairo,Private,1919.0
the american university in cairo,Faculty of Dar El-Ulum,Quran Sciences,New Cairo,Private,1919.0
the american university in cairo,Faculty of Dar El-Ulum,Theology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Kindergarten,Early Childhood Education,New Cairo,Private,1919.0
the american university in cairo,Faculty of Kindergarten,Child Psychology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Kindergarten,Curriculum Development,New Cairo,Private,1919.0
the british university in egypt,Faculty of Medicine,Internal Medicine,Cairo,Private,
the british university in egypt,Faculty of Medicine,Surgery,Cairo,Private,
the british university in egypt,Faculty of Medicine,Pediatrics,Cairo,Private,
the british university in egypt,Faculty of Medicine,Obstetrics & Gynecology,Cairo,Private,
the british university in egypt,Faculty of Medicine,Pharmacology,Cairo,Private,
the british university in egypt,Faculty of Medicine,Anatomy,Cairo,Private,
the british university in egypt,Faculty of Engineering,Civil Engineering,Cairo,Private,
the british university in egypt,Faculty of Engineering,Mechanical Engineering,Cairo,Private,
the british university in egypt,Faculty of Engineering,Electrical Engineering,Cairo,Private,
the british university in egypt,Faculty of Engineering,Architecture,Cairo,Private,
the british university in egypt,Faculty of Engineering,Computer Engineering,Cairo,Private,
the british university in egypt,Faculty of Science,Mathematics,Cairo,Private,
the british university in egypt,Faculty of Science,Physics,Cairo,Private,
the british university in egypt,Faculty of Science,Chemistry,Cairo,Private,
the british university in egypt,Faculty of Science,Geology,Cairo,Private,
the british university in egypt,Faculty of Science,Botany,Cairo,Private,
the british university in egypt,Faculty of Science,Zoology,Cairo,Private,
the british university in egypt,Faculty of Agriculture,Agronomy,Cairo,Private,
the british university in egypt,Faculty of Agriculture,Horticulture,Cairo,Private,
the british university in egypt,Faculty of Agriculture,Animal Production,Cairo,Private,
the british university in egypt,Faculty of Agriculture,Soil Science,Cairo,Private,
the british university in egypt,Faculty of Agriculture,Plant Pathology,Cairo,Private,
the british university in egypt,Faculty of Commerce,Accounting,Cairo,Private,
the british university in egypt,Faculty of Commerce,Business Administration,Cairo,Private,
the british university in egypt,Faculty of Commerce,Economics,Cairo,Private,
the british university in egypt,Faculty of Commerce,Statistics,Cairo,Private,
the british university in egypt,Faculty of Law,Public Law,Cairo,Private,
the british university in egypt,Faculty of Law,Private Law,Cairo,Private,
the british university in egypt,Faculty of Law,International Law,Cairo,Private,
the british university in egypt,Faculty of Law,Criminal Law,Cairo,Private,
the british university in egypt,Faculty of Arts,English Language & Literature,Cairo,Private,
the british university in egypt,Faculty of Arts,Arabic,Cairo,Private,
the british university in egypt,Faculty of Arts,History,Cairo,Private,
the british university in egypt,Faculty of Arts,Philosophy,Cairo,Private,
the british university in egypt,Faculty of Arts,Psychology,Cairo,Private,
the british university in egypt,Faculty of Pharmacy,Pharmaceutical Chemistry,Cairo,Private,
the british university in egypt,Faculty of Pharmacy,Pharmacology,Cairo,Private,
the british university in egypt,Faculty of Pharmacy,Pharmaceutics,Cairo,Private,
the british university in egypt,Faculty of Pharmacy,Microbiology,Cairo,Private,
the british university in egypt,Faculty of Computers and Information,Computer Science,Cairo,Private,
the british university in egypt,Faculty of Computers and Information,Information Systems,Cairo,Private,
the british university in egypt,Faculty of Computers and Information,Software Engineering,Cairo,Private,
the british university in egypt,Faculty of Mass Communication,Journalism,Cairo,Private,
the british university in egypt,Faculty of Mass Communication,Radio & TV,Cairo,Private,
the british university in egypt,Faculty of Mass Communication,Public Relations,Cairo,Private,
the british university in egypt,Faculty of Mass Communication,Advertising,Cairo,Private,
the british university in egypt,Faculty of Nursing,Medical-Surgical Nursing,Cairo,Private,
the british university in egypt,Faculty of Nursing,Pediatric Nursing,Cairo,Private,
the british university in egypt,Faculty of Nursing,Psychiatric Nursing,Cairo,Private,
the british university in egypt,Faculty of Physiotherapy,Orthopedics,Cairo,Private,
the british university in egypt,Faculty of Physiotherapy,Neurology,Cairo,Private,
the british university in egypt,Faculty of Physiotherapy,Cardiopulmonary,Cairo,Private,
the british university in egypt,Faculty of Physiotherapy,Pediatrics,Cairo,Private,
the british university in egypt,Faculty of Oral and Dental Medicine,Conservative Dentistry,Cairo,Private,
the british university in egypt,Faculty of Oral and Dental Medicine,Orthodontics,Cairo,Private,
the british university in egypt,Faculty of Oral and Dental Medicine,Oral Surgery,Cairo,Private,
the british university in egypt,Faculty of Oral and Dental Medicine,Periodontology,Cairo,Private,
the british university in egypt,Faculty of Veterinary Medicine,Anatomy,Cairo,Private,
the british university in egypt,Faculty of Veterinary Medicine,Physiology,Cairo,Private,
the british university in egypt,Faculty of Veterinary Medicine,Pathology,Cairo,Private,
the british university in egypt,Faculty of Veterinary Medicine,Surgery,Cairo,Private,
the british university in egypt,Faculty of Veterinary Medicine,Public Health,Cairo,Private,
the british university in egypt,Faculty of Dar El-Ulum,Islamic Studies,Cairo,Private,
the british university in egypt,Faculty of Dar El-Ulum,Arabic Language,Cairo,Private,
the british university in egypt,Faculty of Dar El-Ulum,Quran Sciences,Cairo,Private,
the british university in egypt,Faculty of Dar El-Ulum,Theology,Cairo,Private,
the british university in egypt,Faculty of Kindergarten,Early Childhood Education,Cairo,Private,
the british university in egypt,Faculty of Kindergarten,Child Psychology,Cairo,Private,
the british university in egypt,Faculty of Kindergarten,Curriculum Development,Cairo,Private,
the german university in cairo,Faculty of Medicine,Internal Medicine,New Cairo,Private,2003.0
the german university in cairo,Faculty of Medicine,Surgery,New Cairo,Private,2003.0
the german university in cairo,Faculty of Medicine,Pediatrics,New Cairo,Private,2003.0
the german university in cairo,Faculty of Medicine,Obstetrics & Gynecology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Medicine,Pharmacology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Medicine,Anatomy,New Cairo,Private,2003.0
the german university in cairo,Faculty of Engineering,Civil Engineering,New Cairo,Private,2003.0
the german university in cairo,Faculty of Engineering,Mechanical Engineering,New Cairo,Private,2003.0
the german university in cairo,Faculty of Engineering,Electrical Engineering,New Cairo,Private,2003.0
the german university in cairo,Faculty of Engineering,Architecture,New Cairo,Private,2003.0
the german university in cairo,Faculty of Engineering,Computer Engineering,New Cairo,Private,2003.0
the german university in cairo,Faculty of Science,Mathematics,New Cairo,Private,2003.0
the german university in cairo,Faculty of Science,Physics,New Cairo,Private,2003.0
the german university in cairo,Faculty of Science,Chemistry,New Cairo,Private,2003.0
the german university in cairo,Faculty of Science,Geology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Science,Botany,New Cairo,Private,2003.0
the german university in cairo,Faculty of Science,Zoology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Agriculture,Agronomy,New Cairo,Private,2003.0
the german university in cairo,Faculty of Agriculture,Horticulture,New Cairo,Private,2003.0
the german university in cairo,Faculty of Agriculture,Animal Production,New Cairo,Private,2003.0
the german university in cairo,Faculty of Agriculture,Soil Science,New Cairo,Private,2003.0
the german university in cairo,Faculty of Agriculture,Plant Pathology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Commerce,Accounting,New Cairo,Private,2003.0
the german university in cairo,Faculty of Commerce,Business Administration,New Cairo,Private,2003.0
the german university in cairo,Faculty of Commerce,Economics,New Cairo,Private,2003.0
the german university in cairo,Faculty of Commerce,Statistics,New Cairo,Private,2003.0
the german university in cairo,Faculty of Law,Public Law,New Cairo,Private,2003.0
the german university in cairo,Faculty of Law,Private Law,New Cairo,Private,2003.0
the german university in cairo,Faculty of Law,International Law,New Cairo,Private,2003.0
the german university in cairo,Faculty of Law,Criminal Law,New Cairo,Private,2003.0
the german university in cairo,Faculty of Arts,English Language & Literature,New Cairo,Private,2003.0
the german university in cairo,Faculty of Arts,Arabic,New Cairo,Private,2003.0
the german university in cairo,Faculty of Arts,History,New Cairo,Private,2003.0
the german university in cairo,Faculty of Arts,Philosophy,New Cairo,Private,2003.0
the german university in cairo,Faculty of Arts,Psychology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Pharmacy,Pharmaceutical Chemistry,New Cairo,Private,2003.0
the german university in cairo,Faculty of Pharmacy,Pharmacology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Pharmacy,Pharmaceutics,New Cairo,Private,2003.0
the german university in cairo,Faculty of Pharmacy,Microbiology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Computers and Information,Computer Science,New Cairo,Private,2003.0
the german university in cairo,Faculty of Computers and Information,Information Systems,New Cairo,Private,2003.0
the german university in cairo,Faculty of Computers and Information,Software Engineering,New Cairo,Private,2003.0
the german university in cairo,Faculty of Mass Communication,Journalism,New Cairo,Private,2003.0
the german university in cairo,Faculty of Mass Communication,Radio & TV,New Cairo,Private,2003.0
the german university in cairo,Faculty of Mass Communication,Public Relations,New Cairo,Private,2003.0
the german university in cairo,Faculty of Mass Communication,Advertising,New Cairo,Private,2003.0
the german university in cairo,Faculty of Nursing,Medical-Surgical Nursing,New Cairo,Private,2003.0
the german university in cairo,Faculty of Nursing,Pediatric Nursing,New Cairo,Private,2003.0
the german university in cairo,Faculty of Nursing,Psychiatric Nursing,New Cairo,Private,2003.0
the german university in cairo,Faculty of Physiotherapy,Orthopedics,New Cairo,Private,2003.0
the german university in cairo,Faculty of Physiotherapy,Neurology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Physiotherapy,Cardiopulmonary,New Cairo,Private,2003.0
the german university in cairo,Faculty of Physiotherapy,Pediatrics,New Cairo,Private,2003.0
the german university in cairo,Faculty of Oral and Dental Medicine,Conservative Dentistry,New Cairo,Private,2003.0
the german university in cairo,Faculty of Oral and Dental Medicine,Orthodontics,New Cairo,Private,2003.0
the german university in cairo,Faculty of Oral and Dental Medicine,Oral Surgery,New Cairo,Private,2003.0
the german university in cairo,Faculty of Oral and Dental Medicine,Periodontology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Veterinary Medicine,Anatomy,New Cairo,Private,2003.0
the german university in cairo,Faculty of Veterinary Medicine,Physiology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Veterinary Medicine,Pathology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Veterinary Medicine,Surgery,New Cairo,Private,2003.0
the german university in cairo,Faculty of Veterinary Medicine,Public Health,New Cairo,Private,2003.0
the german university in cairo,Faculty of Dar El-Ulum,Islamic Studies,New Cairo,Private,2003.0
the german university in cairo,Faculty of Dar El-Ulum,Arabic Language,New Cairo,Private,2003.0
the german university in cairo,Faculty of Dar El-Ulum,Quran Sciences,New Cairo,Private,2003.0
the german university in cairo,Faculty of Dar El-Ulum,Theology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Kindergarten,Early Childhood Education,New Cairo,Private,2003.0
the german university in cairo,Faculty of Kindergarten,Child Psychology,New Cairo,Private,2003.0
the german university in cairo,Faculty of Kindergarten,Curriculum Development,New Cairo,Private,2003.0
university of sadat city,Faculty of Medicine,Internal Medicine,Sadat,Public,2013.0
university of sadat city,Faculty of Medicine,Surgery,Sadat,Public,2013.0
university of sadat city,Faculty of Medicine,Pediatrics,Sadat,Public,2013.0
university of sadat city,Faculty of Medicine,Obstetrics & Gynecology,Sadat,Public,2013.0
university of sadat city,Faculty of Medicine,Pharmacology,Sadat,Public,2013.0
university of sadat city,Faculty of Medicine,Anatomy,Sadat,Public,2013.0
university of sadat city,Faculty of Engineering,Civil Engineering,Sadat,Public,2013.0
university of sadat city,Faculty of Engineering,Mechanical Engineering,Sadat,Public,2013.0
university of sadat city,Faculty of Engineering,Electrical Engineering,Sadat,Public,2013.0
university of sadat city,Faculty of Engineering,Architecture,Sadat,Public,2013.0
university of sadat city,Faculty of Engineering,Computer Engineering,Sadat,Public,2013.0
university of sadat city,Faculty of Science,Mathematics,Sadat,Public,2013.0
university of sadat city,Faculty of Science,Physics,Sadat,Public,2013.0
